# T=10^0	T=10^1	T=10^2	T=10^3	T=10^4
3	8	84	962	9864
0	12	101	977	9976
1	9	111	988	10091
4	11	100	1001	9940
1	7	87	1047	10075
0	10	94	958	10041
0	7	78	990	9969
0	19	102	997	9989
2	9	95	1011	10083
0	6	82	913	9826
0	8	117	1044	9934
3	13	93	1035	10180
3	11	106	990	10179
0	10	91	1009	9944
1	13	100	972	9988
2	7	84	987	9860
0	8	104	1014	10178
1	8	93	993	9961
1	4	102	1027	10132
0	9	102	995	9886
3	11	104	996	10090
1	7	84	918	9716
4	14	111	1046	10000
2	22	98	996	9942
0	7	115	999	10189
0	5	94	951	9972
1	7	93	1056	10245
1	11	107	1014	10104
1	8	95	1027	10140
1	14	100	1017	10060
0	7	100	1036	10104
1	7	91	1024	10075
1	11	87	996	9854
2	9	113	1044	10033
1	11	103	1051	9954
1	10	110	1019	9946
0	13	105	1018	9904
0	14	98	986	9864
0	14	100	1017	9991
1	8	112	1080	10076
0	7	86	948	9899
1	7	88	978	10015
2	11	126	975	10084
0	6	98	993	10100
1	11	107	996	10028
2	7	86	942	9892
0	13	115	1030	10099
1	11	88	1009	9901
1	11	113	969	9970
2	9	112	1067	10017
1	8	98	995	10088
0	4	88	943	9986
3	18	114	1030	10094
0	10	104	1050	10220
2	9	101	973	9944
1	12	87	1003	10020
2	11	123	1044	10098
0	11	101	1009	10043
2	7	108	1064	10030
0	7	81	994	10047
2	12	118	1004	10013
1	16	100	982	10058
0	10	104	962	9949
2	10	93	987	10016
2	14	107	1021	10236
0	8	92	965	9933
1	9	112	1056	10058
2	10	117	982	9762
1	7	92	1011	10059
0	9	98	999	9924
3	13	114	1025	10034
2	13	111	955	9726
0	17	106	980	9865
0	10	108	1005	9965
0	14	116	1052	10160
1	9	100	1016	9881
2	9	97	980	9960
0	10	94	1014	9919
0	9	94	1008	10027
1	7	83	1027	9928
2	10	108	1063	9964
0	5	88	974	9985
1	7	115	998	9998
1	10	104	1021	9976
0	7	117	1010	10091
1	9	110	1035	9837
0	2	93	987	9908
1	9	91	959	10155
1	12	111	960	10126
0	7	104	1019	10120
1	12	95	1033	9825
0	13	100	999	9996
3	8	93	946	9961
0	8	94	1021	10139
1	10	103	947	10104
0	8	101	998	9745
1	3	102	1018	10011
2	13	99	992	10046
1	12	105	1027	10038
1	6	98	1021	9950
1	10	112	1010	10043
1	9	98	1010	10200
0	7	104	1013	10076
1	15	93	997	10218
0	4	93	987	9891
1	10	81	958	10013
1	9	92	955	9923
2	11	96	963	9944
2	6	107	1024	10045
1	7	101	1024	10073
1	8	102	1023	9846
0	8	86	954	9939
3	7	92	966	9999
3	14	107	1030	9831
1	11	117	993	9941
2	5	104	1022	10036
2	7	110	964	9911
0	5	93	963	9879
1	8	105	1044	10014
2	14	103	978	9910
3	11	101	1009	9975
0	6	113	998	10051
0	12	100	1011	10137
4	14	103	980	9905
1	5	105	960	10019
1	9	100	1029	9954
2	12	91	1006	10109
1	4	92	1022	10148
1	12	114	1036	9933
2	13	109	1042	9870
0	11	102	1034	10300
0	8	103	974	10065
2	13	100	1023	10029
0	10	96	1009	9939
0	11	115	949	9827
2	9	88	998	9960
2	11	94	983	9913
2	10	99	1009	9977
2	13	106	1012	9950
0	12	107	1062	10086
2	10	106	972	10088
0	7	90	1007	10160
0	12	81	960	9985
2	10	100	976	10069
0	4	84	999	10101
2	10	100	1020	10175
1	13	124	1021	10001
0	11	103	950	9975
1	12	96	960	10043
0	12	100	1060	10126
1	9	105	1072	10096
1	7	102	999	10007
3	11	123	991	9957
0	12	92	990	9889
1	11	91	993	9920
1	8	109	960	10002
0	8	82	993	10078
2	13	112	1043	9963
1	14	96	1007	10048
1	15	99	978	9984
1	11	87	1038	10072
1	11	98	1011	9972
0	8	84	947	9780
1	8	88	983	9849
2	13	111	1056	10102
0	7	101	997	10172
2	12	93	986	10037
2	9	103	938	9778
0	4	101	1006	9833
1	7	100	939	9957
0	13	92	1003	9994
1	11	115	1082	10058
2	11	104	977	9804
1	10	102	954	10017
0	9	93	981	9958
0	12	81	993	9992
1	12	103	986	9962
5	17	112	942	9806
2	7	93	1012	10066
3	12	106	1017	10111
1	8	84	1014	9913
0	18	124	1025	10081
1	14	108	1036	10254
1	8	90	942	10089
2	9	90	984	10061
0	8	97	1005	10041
0	14	93	982	9942
1	6	96	993	10083
1	13	108	966	9910
2	11	100	942	10000
1	12	108	1041	9930
0	9	83	959	9984
1	7	95	1013	9929
2	8	97	973	10053
1	11	80	989	9992
0	6	101	1048	10041
0	12	117	1007	10096
1	15	117	962	10141
1	9	110	974	10121
1	11	97	1044	10076
0	12	113	1052	10031
1	12	110	987	9869
1	8	99	977	9999
1	10	118	1019	9985
0	8	88	975	10004
0	8	102	997	9862
1	12	107	1019	10031
1	9	94	972	9885
1	8	100	995	10116
0	9	96	935	9850
3	8	98	1068	10079
0	7	89	1030	10102
0	9	96	1001	10070
4	17	88	991	10055
2	6	94	968	9960
0	9	111	990	9817
1	17	89	970	9891
0	8	104	1019	10021
1	10	105	1017	10104
1	9	96	1017	10041
0	11	105	962	10041
1	15	123	977	10085
0	8	93	999	10039
0	11	107	1013	10038
0	11	106	963	9855
3	11	91	992	9989
4	14	97	1043	9961
0	10	105	1011	9966
1	11	103	1066	10234
1	5	97	1022	10046
2	8	113	1026	9935
0	8	85	1009	10057
4	10	99	1033	10167
3	8	99	1016	10044
2	14	102	988	10019
0	10	104	1003	10043
0	14	109	1023	9932
0	5	93	1007	9897
0	5	92	1023	10062
0	9	95	927	9835
0	6	80	977	10113
1	9	87	977	10052
0	6	106	982	9971
0	4	100	1008	10040
0	10	101	1000	9888
0	8	105	1036	9998
0	13	107	985	10167
1	11	105	984	9686
0	6	92	975	10355
2	14	115	1042	10081
1	9	83	998	9733
1	5	93	1010	10053
0	7	94	1006	9774
0	7	80	1022	10087
1	8	91	1039	10065
0	16	104	996	9892
2	9	94	1010	10026
0	10	91	968	10028
1	17	95	1009	10090
2	8	87	981	9953
0	11	123	1096	10128
0	11	100	980	10051
1	17	98	1008	10214
0	15	119	1003	9945
3	15	106	985	10239
0	11	97	1018	9988
0	10	112	1022	10019
1	7	85	952	9837
3	12	113	1039	10157
0	11	84	923	9959
0	8	118	1035	9946
0	6	82	1026	10142
1	9	101	1068	10078
2	14	122	1101	10103
1	16	109	1033	9961
0	6	88	1010	9998
1	7	98	1050	10004
1	16	112	1026	9930
1	16	97	979	10082
3	14	97	1041	9747
0	8	94	978	9808
0	4	93	1002	10009
2	7	90	1016	9805
0	11	112	1006	10109
1	12	105	1035	9873
1	11	101	990	9789
0	10	100	1012	10081
1	7	96	1060	10122
1	7	92	1009	10022
0	6	109	1016	10002
1	6	87	960	9969
1	11	89	995	10032
2	17	114	997	9922
0	5	98	974	9894
2	10	103	987	9994
1	14	96	927	9976
0	9	101	1020	9977
1	11	95	1007	10067
1	13	116	994	10044
1	7	99	987	10108
0	9	96	993	10058
2	8	110	994	9818
2	17	118	1067	10077
2	15	118	1031	9984
0	10	91	1005	9751
1	10	103	1050	9900
0	9	98	1033	10260
1	9	96	981	9968
0	11	108	993	10041
0	10	98	996	9866
1	8	110	1011	9878
0	7	103	1004	9964
2	9	103	1063	10005
1	7	97	1016	10032
1	10	84	975	9937
0	10	109	983	9986
1	11	86	1031	10006
0	8	100	1000	9957
1	6	90	987	9911
1	7	89	1010	9955
0	5	89	998	9939
2	7	101	945	9862
2	5	115	1023	9892
2	15	97	1015	9930
0	9	104	1022	10056
0	7	90	984	10094
1	14	96	1000	9966
3	13	84	1009	10091
0	10	102	999	9872
0	13	92	961	10116
0	11	109	1006	9996
0	7	104	1014	9919
1	11	94	1044	10124
0	7	90	1025	9902
1	13	96	1044	9981
1	15	104	1028	10037
1	7	110	977	9958
0	9	101	1030	10156
0	11	107	1018	9820
0	9	100	1012	10193
2	13	115	1019	10054
2	11	116	998	9881
0	4	91	978	9883
2	9	85	1037	10243
2	9	117	1001	10025
1	13	101	963	9933
2	10	106	1037	9988
1	11	97	974	9848
1	10	104	1063	9859
0	9	104	948	9918
0	8	102	1062	10057
1	9	89	1001	9995
1	7	87	1038	10093
0	9	108	1049	10254
0	8	123	1042	10099
0	12	124	1003	10058
0	4	90	974	9851
0	14	108	1031	10174
1	11	102	1010	9950
1	5	97	1029	10019
0	10	101	937	9970
0	7	102	979	9883
1	7	82	969	10105
1	8	109	1009	10053
0	10	106	1007	9964
3	7	98	1025	10022
1	10	106	980	10004
2	8	99	1022	9975
1	11	105	998	9866
2	14	109	1010	10064
0	9	100	1000	10107
0	7	79	1002	9974
0	6	100	986	9932
1	6	102	968	10125
3	15	110	1034	10013
1	13	106	1023	10098
2	9	100	1016	10111
2	11	89	1029	10051
1	8	93	1003	10053
2	12	102	983	9882
1	11	102	1045	10017
1	8	99	995	10082
3	14	115	989	10041
2	11	92	1010	9994
0	8	83	1042	9826
2	11	95	985	9901
0	7	94	1008	10040
2	12	108	1023	10174
1	13	112	1027	9630
2	9	107	1095	10087
2	13	100	994	10095
0	13	102	978	9875
0	10	104	1029	9845
2	12	99	997	9802
1	15	106	1011	10040
1	12	101	981	10115
1	5	89	934	10126
1	8	95	1001	10038
2	8	109	1024	9961
2	6	104	1076	10181
0	7	101	1076	10098
1	7	92	982	9888
1	11	99	984	10177
0	9	91	1000	9935
0	6	106	1017	10151
2	9	92	1025	10017
0	11	87	974	9902
1	10	100	961	10086
0	13	108	965	9933
1	15	89	1031	10038
1	9	107	998	10006
1	13	95	1016	10145
4	14	96	1001	9956
1	10	98	1026	9978
0	14	104	952	9928
2	11	106	958	9727
3	15	99	1043	9892
0	10	98	987	10014
1	10	88	955	10020
0	3	93	979	10047
0	8	95	1001	9974
0	6	94	987	9827
0	10	102	1066	10089
1	10	103	1018	10019
1	13	118	1008	9945
3	12	131	1029	9890
2	11	101	1012	10098
0	3	90	1003	10080
1	9	99	1004	10128
2	13	109	985	9995
2	10	88	969	9836
2	14	109	1068	9896
1	10	103	983	9952
1	11	113	1046	10151
0	10	101	1000	9841
1	8	96	964	10047
1	9	104	1017	9999
3	10	100	1055	10079
1	7	89	946	9835
1	9	104	1058	9975
0	6	93	971	10029
1	12	101	991	9850
2	13	114	1019	10032
0	7	114	1018	9888
0	9	107	1001	10055
1	6	102	1036	9935
4	9	89	965	10056
2	10	90	954	9965
2	6	86	976	10073
1	10	99	969	10094
1	10	101	1018	10004
0	9	100	1035	10137
1	10	106	1060	10066
1	14	99	1000	9894
2	8	108	1012	10115
1	11	91	1024	9845
0	7	95	955	9933
0	13	100	989	9933
0	12	87	1036	10216
0	13	94	1004	10001
0	8	108	951	9976
1	6	90	1050	10207
2	10	95	1003	9960
0	5	87	1040	10136
1	6	100	950	9927
0	9	110	997	10087
1	5	93	1033	10110
0	6	110	1004	10151
1	9	95	1014	9958
0	11	73	945	9999
1	12	119	1040	9848
0	3	102	1004	9951
0	8	93	1008	10006
3	16	112	1037	10026
1	7	95	1028	9948
3	15	85	990	9999
1	8	97	984	9859
0	1	96	983	9778
1	6	100	955	9930
0	13	101	995	9747
2	8	129	1018	9788
2	7	92	976	9917
1	8	89	993	10094
2	13	106	994	9943
0	9	115	980	9858
1	14	95	1025	9937
1	9	118	1015	9930
2	16	117	996	9939
0	6	85	1008	10047
0	11	101	1012	9993
0	6	102	1000	9828
0	5	91	1005	10070
1	13	108	1046	9909
0	15	116	988	9893
0	4	113	1045	10011
2	10	97	956	9949
1	12	95	1035	10079
3	14	93	988	10127
2	5	98	951	9944
2	9	96	986	9906
2	13	95	1015	9924
2	7	106	1046	10088
1	8	98	1027	10105
0	16	101	971	9920
1	6	85	986	9939
1	8	99	1036	9986
0	3	91	995	9928
1	12	112	1048	10039
1	12	97	1005	9946
0	12	114	1030	10147
1	12	112	1019	10076
0	10	100	1028	10002
0	14	91	982	9970
3	11	83	1016	10031
0	5	122	1085	10040
2	8	90	961	9851
1	15	107	1021	10107
1	12	98	998	10061
0	10	116	1026	10048
4	17	105	977	9999
2	18	116	1022	10023
1	15	114	1027	10143
2	13	101	988	9936
3	11	105	1018	9883
1	5	86	954	9856
1	5	88	912	9896
0	11	101	1026	10057
0	11	106	992	9911
0	7	95	966	9827
1	4	81	936	9790
0	10	107	923	9836
0	12	84	941	9940
1	6	91	966	10020
0	10	85	995	9914
2	9	86	1043	9905
0	8	89	987	9903
1	9	89	928	9799
0	11	93	989	9833
0	10	89	987	10212
0	9	89	921	9906
1	9	111	975	10184
1	13	103	989	10068
1	10	94	1013	9831
1	10	100	923	9917
1	10	88	1005	10015
1	10	89	1033	9988
3	13	92	998	9941
0	14	103	1017	9927
1	11	97	961	9844
1	7	102	969	9808
3	12	114	986	10143
1	11	99	1016	10090
0	12	101	958	9878
0	12	91	1037	10054
0	5	98	984	9800
0	4	93	994	9818
0	6	94	1006	9908
0	9	94	1044	10016
0	11	106	982	9994
0	9	82	1001	10055
0	10	105	1050	9871
2	8	106	1009	10001
0	10	104	980	9914
1	11	90	965	9959
2	11	106	1009	10042
1	7	88	975	9988
1	9	111	1022	9963
2	9	112	1022	10009
2	9	89	939	10032
1	10	104	1027	9937
0	10	106	968	9945
1	14	92	947	10008
2	11	98	1006	10126
2	15	103	1052	9964
0	9	111	1000	10030
0	7	90	1080	9955
1	6	80	1017	10081
3	11	103	1044	10126
0	10	91	938	9949
2	8	102	1011	10100
1	7	93	944	10015
0	9	94	1020	9839
0	12	92	1046	10132
1	9	94	1004	9936
0	8	99	912	9791
1	8	107	1005	10131
2	9	106	1027	9920
1	5	82	1008	10096
0	10	120	1025	10006
1	6	108	1017	10121
0	11	93	980	9988
0	2	89	1034	10103
0	14	107	1006	10121
0	8	111	1006	10107
1	7	92	1016	10208
0	12	97	1055	9819
1	11	89	933	9810
4	10	99	1020	10067
3	8	84	997	10047
1	15	114	1054	10093
1	11	126	1101	10192
1	6	99	1008	10050
0	15	102	1006	10060
0	12	85	1028	9899
1	14	92	950	10182
0	8	89	985	9947
1	14	107	991	10086
3	16	102	1022	9978
0	6	109	1014	10077
1	11	92	1017	10006
0	13	97	962	10064
2	6	95	961	9803
1	11	97	1000	10100
0	9	88	1036	9920
1	8	103	1047	10009
2	14	106	1088	10007
1	7	104	1014	9891
0	12	83	963	9827
0	8	100	1044	10025
1	8	118	1022	10125
2	10	100	976	10002
0	12	109	1027	10042
0	12	100	1008	10210
1	12	91	950	9848
1	8	103	969	9957
0	13	111	1005	10073
2	9	88	959	9925
2	10	91	1013	9965
1	12	88	1001	9947
0	4	74	969	9985
3	9	101	1010	9973
0	8	97	993	10219
0	7	94	994	10063
1	6	107	1004	10024
0	9	108	1025	10016
2	18	105	975	9862
0	9	104	987	9811
2	9	104	993	10018
0	14	96	975	9836
0	12	105	1006	10170
0	10	118	1004	9982
2	10	108	1042	10145
0	7	99	1001	9957
0	10	99	983	10041
2	13	105	935	9729
1	12	105	992	10067
0	4	91	981	9969
1	8	96	991	9989
1	13	107	1005	9944
1	13	102	1053	10061
0	14	95	943	9945
2	9	103	975	9871
0	10	92	1006	10092
1	12	96	992	9976
1	11	122	1020	10139
1	9	86	1030	10130
1	9	90	949	10013
2	7	88	918	9762
3	11	109	997	10069
2	15	99	987	9934
0	4	69	984	10219
2	10	104	995	9940
0	8	100	1015	9839
0	3	94	1009	9920
0	9	103	1014	9999
2	15	109	1012	10018
0	6	93	1021	9897
0	6	109	1016	9937
1	11	93	976	10027
0	9	110	1037	10134
0	6	92	959	10043
1	15	98	962	9899
2	11	98	964	9929
0	10	120	1037	9974
1	4	93	965	9893
4	12	107	998	9984
1	9	94	946	10044
0	9	103	1005	10117
0	11	101	1002	10019
2	14	79	907	9901
2	12	87	997	10064
1	12	100	993	9812
2	6	96	1001	10069
0	10	93	967	10006
1	10	114	1064	9899
0	7	92	998	10146
2	18	107	1043	10123
1	9	92	980	10070
0	9	82	1049	10025
0	11	96	990	10114
0	14	105	976	9776
0	7	95	979	10143
2	14	120	987	9774
1	6	87	1023	10062
1	10	106	1062	10012
0	14	107	1021	9861
0	16	96	976	10037
0	6	102	1020	10108
0	4	82	1012	9987
1	12	111	1013	10094
1	6	87	982	10055
1	13	102	953	10105
1	8	95	982	9894
0	12	100	1026	10008
2	12	106	1025	9998
0	7	103	1013	10040
1	9	98	962	10025
2	10	110	995	10004
0	9	113	996	10026
1	9	105	968	10005
2	11	99	1054	10018
1	8	86	1026	10158
0	11	100	1004	10012
1	5	86	984	9984
0	15	95	968	9860
0	10	94	1028	10049
1	8	92	996	9945
1	9	102	971	9903
2	11	119	999	9963
0	6	100	1026	9968
1	7	88	971	10021
1	7	91	1002	9968
1	12	101	1005	10161
0	8	113	995	9981
0	8	99	1009	10170
1	9	111	1022	9983
0	7	110	1013	10132
2	9	109	995	9910
1	7	87	1028	9988
1	11	121	1044	10201
6	9	99	949	10010
2	9	114	993	10074
0	7	99	995	10018
1	11	90	964	9904
0	10	95	1032	10191
1	12	113	1042	10146
2	9	87	1020	9995
0	11	96	1025	10048
0	8	122	969	9887
1	8	86	983	10015
1	13	100	971	10001
0	16	106	1033	9938
0	9	98	955	9748
0	10	103	1023	10057
1	12	106	1006	9930
0	13	102	991	9954
2	16	107	968	10064
0	8	107	1030	10047
2	15	93	998	9997
0	12	90	986	9815
0	8	89	1033	9999
2	10	104	1007	10210
3	20	128	1060	9993
0	11	107	1019	10076
0	3	94	978	10012
0	2	84	926	9904
0	10	90	987	9971
0	10	103	1021	10178
1	6	88	980	10058
0	8	80	957	9846
1	9	103	998	9906
0	13	99	1016	10027
1	14	123	1059	10062
1	10	105	1027	9759
0	16	124	1015	9904
0	9	106	1004	9897
1	8	97	1033	10051
1	10	109	1045	10039
0	9	88	1010	10044
0	7	101	1034	10066
0	6	92	991	9941
0	10	94	928	10128
0	10	96	980	10005
2	13	94	981	10027
0	12	101	1032	9919
2	11	107	1021	9967
0	6	103	994	9909
0	6	96	1064	10100
0	5	86	1023	9867
1	13	116	1010	10049
0	10	92	1002	10074
2	12	99	1036	9914
2	10	94	967	10002
0	6	99	991	9982
0	10	96	1002	10151
2	8	103	1015	10011
0	6	102	1036	10076
2	9	95	1030	10075
4	10	99	981	9940
1	11	108	992	9810
1	12	75	947	10007
1	12	89	969	10084
0	16	110	1013	10104
1	5	103	1024	10194
0	16	110	964	10073
2	9	95	967	9984
0	12	122	1030	9903
0	10	87	982	9956
1	8	125	1016	9931
1	8	95	991	10049
2	10	87	961	9909
2	12	101	1026	10064
1	12	93	998	9934
1	13	84	1016	9851
1	3	99	1001	9958
1	6	84	981	10071
1	13	113	1084	10152
3	6	100	1029	9918
0	6	84	963	9912
2	8	78	991	9899
0	12	98	974	9878
4	12	102	960	9932
0	8	97	958	9978
1	10	114	1008	10193
1	12	122	1024	10135
1	8	88	964	9885
0	12	106	998	9912
0	9	107	999	9979
3	12	97	1013	10042
0	8	106	1057	9999
1	7	91	1008	10148
0	11	101	1010	10031
0	8	91	987	10123
2	8	104	942	9817
3	7	103	1012	9890
1	9	97	1054	10199
0	12	93	945	9986
4	9	120	1033	10192
1	6	84	947	9943
1	10	97	965	10068
2	13	103	1046	9927
0	9	93	1018	10062
0	10	100	1017	10018
0	8	91	996	9840
2	17	103	1016	9984
0	10	92	1056	10049
1	6	88	1060	9995
0	9	101	1006	9920
0	11	111	1052	10179
1	21	106	1051	10099
1	11	93	982	10058
2	9	105	1013	9930
2	14	106	1000	10229
0	3	92	1026	9833
2	13	85	1004	10043
0	14	123	993	9937
1	14	102	968	9866
0	8	116	1030	9935
2	8	92	1020	9972
0	10	104	1047	10100
2	13	101	986	9895
1	8	88	970	9931
0	5	100	969	9943
2	12	114	1029	9988
1	10	97	1013	9781
1	12	99	1001	10037
2	14	90	1043	10175
3	23	105	1048	10073
1	18	117	1021	10121
1	10	100	999	10009
1	8	85	997	9950
2	11	91	984	10109
1	4	85	978	10048
1	9	107	994	9927
1	13	101	983	9873
0	8	114	1010	10013
2	9	85	1022	10133
0	8	98	990	10150
2	7	90	966	10072
1	11	92	1000	9872
1	10	96	1012	10195
0	8	103	1041	10030
2	10	106	1046	10065
3	7	91	1005	9893
0	16	101	994	10007
1	9	102	965	9966
1	9	93	981	9927
0	15	111	1043	10145
1	4	98	1033	9914
1	10	99	987	10036
1	8	104	938	9907
0	2	82	978	9842
0	7	74	995	10079
6	11	103	1003	10115
3	11	98	1005	10040
2	12	96	1002	9954
1	11	98	1016	10010
0	11	94	980	9851
2	12	97	1050	9998
1	5	89	956	10083
0	8	92	1016	9879
1	10	94	974	9920
2	11	114	997	9990
1	6	102	1016	10010
0	6	102	1048	9960
1	8	95	987	9886
2	10	100	958	9913
3	14	106	1030	9953
0	12	107	960	10030
0	10	89	991	10013
0	13	114	994	9936
0	4	90	971	10027
0	16	110	993	10067
1	14	108	1059	10111
1	9	87	928	9779
2	12	110	1015	10098
0	10	105	975	9973
0	12	115	1046	10159
1	12	104	1014	9911
2	11	98	1043	10003
1	14	115	976	9997
1	10	101	1013	9975
0	6	87	1021	10095
0	10	106	1003	10022
2	17	124	1024	10084
1	9	104	981	10163
3	14	112	998	10091
0	16	95	995	10008
4	12	97	982	9977
0	11	106	1013	10046
0	10	94	989	10055
4	11	102	996	10089
0	11	93	1029	10104
2	10	105	983	9947
0	8	97	961	9900
2	11	110	977	9918
0	5	109	999	10015
0	8	93	1017	10007
1	10	94	1030	9973
3	11	114	1018	10081
2	13	91	1007	9975
1	11	112	1034	10109
2	8	110	1040	10016
1	9	86	976	9975
1	12	98	1060	10196
3	10	93	978	10005
0	12	108	989	9913
1	20	108	1012	10228
1	15	105	973	10004
2	17	104	965	10139
1	13	114	986	9952
2	10	98	1016	9912
0	8	94	1023	10289
1	9	107	1007	9988
1	10	108	984	10086
3	11	101	1048	9988
1	9	117	1076	10205
0	14	125	1006	10050
2	11	102	979	10098
0	7	89	1033	10020
4	15	106	994	9919
0	7	89	963	10122
1	11	92	1015	9926
1	7	86	1014	10055
2	11	89	951	9844
1	12	113	1032	9936
1	4	100	990	10026
4	12	101	1026	10104
0	10	99	1003	9959
0	11	102	962	9993
2	9	100	1019	10012
1	13	94	1007	9920
0	7	97	979	10019
0	12	104	967	9840
0	11	85	968	9830
0	7	98	968	10023
3	9	100	1010	10225
2	11	108	1017	10136
3	13	124	951	10008
0	13	115	1018	9972
1	13	116	1020	10059
2	15	107	961	9996
2	10	104	1009	10017
2	12	93	945	9867
1	7	106	988	9887
1	11	101	1004	10030
5	16	99	998	9844
1	13	101	1019	9982
2	11	109	1031	9857
1	15	122	1028	10000
1	8	103	1006	10023
0	13	101	981	9784
1	8	89	935	10023
0	8	107	1015	10001
0	15	91	1006	10033
1	13	80	972	9998
1	13	106	988	9843
0	12	100	1052	9982
1	6	87	1011	10078
2	8	89	969	10038
1	15	107	1031	9996
2	6	93	1000	10034
2	9	101	989	9965
2	7	77	984	9995
2	14	95	996	10018
1	13	94	988	10158
2	14	104	1037	10110
0	9	97	981	9941
0	11	104	966	9923
1	9	91	970	9823
3	11	105	1031	9886
2	7	107	1017	10081
0	14	98	1022	10019
0	8	112	971	9815
0	12	110	1049	10024
0	11	103	1003	10022
2	8	111	932	9845
0	12	93	980	9998
1	8	99	1027	10034
3	14	101	1000	9866
1	8	94	1000	10034
2	13	107	998	10015
0	9	107	971	9997
2	16	104	951	10073
0	14	102	978	9993
1	12	106	1020	10094
2	14	119	1032	10072
0	15	92	1006	10013
1	6	95	1049	10193
1	12	92	952	9968
1	9	101	1013	10047
0	7	103	961	9992
2	15	99	987	9965
0	8	110	1008	10134
0	8	103	1052	9949
2	9	102	978	9867
1	11	107	1004	9892
0	6	108	1022	10221
2	6	98	975	10137
1	6	94	1019	10180
1	7	103	1024	9964
0	8	83	929	9822
1	10	106	952	9834
1	11	102	1070	10155
0	10	92	991	10003
1	10	97	1000	9921
1	13	119	991	9941
2	16	114	1020	10004
0	9	86	990	10196
3	7	102	1016	10221
0	7	104	971	9937
1	12	117	1026	9886
1	7	87	941	9820
0	7	92	960	10045
1	13	81	971	9922
2	15	88	1011	9888
0	17	114	1012	9919
1	12	91	1028	9960
2	10	97	1008	9975
3	11	103	1011	10138
0	11	89	1059	9997
1	8	98	987	9953
0	11	97	929	9936
4	10	100	1008	10000
1	6	77	929	10056
2	5	98	1020	9985
4	9	107	1028	10038
2	9	98	997	10240
1	12	95	975	10160
1	18	106	1003	9925
0	8	111	1034	9885
2	15	90	954	9879
1	8	100	974	9975
0	5	89	970	10079
2	11	108	997	10029
0	11	115	1031	9992
1	7	82	980	10023
2	13	90	1049	10126
1	7	102	1013	10076
3	17	105	1043	10031
3	9	97	993	10113
0	5	98	978	9934
2	13	109	1037	10204
0	6	106	1040	10155
0	9	97	974	9747
0	8	102	1045	10060
2	8	88	971	9884
0	9	86	1018	9837
2	4	88	1017	10219
0	6	95	1040	10073
4	15	101	967	10027
1	9	90	935	9945
0	12	113	1063	10075
3	12	106	1002	9962
1	12	102	1011	9964
0	11	97	977	10077
0	6	96	1033	9992
2	10	90	995	10060
0	4	87	926	9876
0	7	101	966	10023
1	7	109	1039	9872
0	9	107	1025	10061
0	7	94	1019	10026
1	10	92	991	10130
0	12	97	981	10099
0	9	83	996	10030
0	11	97	991	10082
1	2	82	997	9947
1	5	105	1043	9980
2	12	100	1090	10246
1	14	90	991	10012
1	13	91	1019	9864
1	10	88	997	9979
0	7	108	995	10040
0	8	95	960	10000
2	10	105	1011	9979
1	16	126	1053	10044
1	4	91	1016	10008
0	6	84	977	10069
0	6	102	1011	9967
0	10	106	1018	9987
2	21	111	1001	9967
0	6	94	999	9980
0	10	96	995	10016
0	8	107	1038	10016
0	12	94	995	9993
1	12	93	999	9969
2	11	99	1012	10214
1	5	91	1014	10046
0	12	101	1033	9916
1	12	125	1003	9924
0	7	106	1013	10031
1	6	97	1015	9911
2	12	96	937	9798
2	9	100	1025	10145
1	4	97	967	9839
0	12	88	977	9932
0	8	102	1034	9991
2	7	99	1018	10005
2	14	105	1041	10066
0	12	105	998	9966
0	7	106	1074	10156
0	10	86	937	9975
0	6	122	986	9864
3	18	130	1014	9927
0	8	84	935	9992
1	5	93	994	10027
1	14	111	1020	10073
1	14	92	980	10105
3	14	105	1034	9894
4	13	105	968	9861
1	11	107	1000	9807
2	14	105	991	9996
2	13	93	1014	10000
0	9	77	939	9943
2	10	106	984	9891
0	12	103	982	10020
2	10	112	997	9914
0	7	86	958	9980
1	6	96	970	9927
0	10	92	987	10024
2	14	106	1000	9986
2	6	103	1021	9932
0	14	92	996	9822
2	13	106	1006	9952
0	11	114	982	9909
0	7	111	1026	9963
0	6	80	908	9799
0	11	103	1008	9987
2	9	85	943	9954
1	9	95	1008	9962
0	5	101	973	9996
1	8	99	1004	9985
1	13	117	1009	9971
2	7	88	946	10001
2	10	103	1027	10054
2	12	107	982	9929
3	11	92	1007	10026
4	14	127	970	9778
1	13	100	1013	10118
2	12	105	1013	10047
1	8	97	946	9944
1	14	111	979	9854
3	14	113	1024	10109
0	7	92	938	10149
0	10	101	974	10096
4	11	110	1009	10041
0	12	102	986	9918
3	11	89	962	9924
1	8	80	1034	10052
0	5	102	985	9920
0	9	104	1016	10188
0	4	109	988	9938
1	8	110	1078	10062
0	7	80	1016	10118
1	10	88	1042	10029
1	17	95	1022	9966
1	9	102	1059	10092
4	13	109	981	9885
1	10	105	1066	10002
1	13	115	1046	10184
4	14	116	1044	10120
1	11	91	1015	10135
0	10	102	1032	9795
1	6	96	980	9908
1	12	108	1067	10084
0	6	92	990	10097
0	9	114	993	10045
2	12	94	1009	10040
2	13	112	1020	10073
0	8	87	1010	9991
1	11	109	1005	9968
1	12	104	977	9904
1	11	104	1035	9943
2	7	95	982	9967
2	14	108	1026	10026
0	10	112	1063	10269
0	11	86	966	9807
1	14	102	980	9876
0	10	98	1012	9964
